recipe_name,ingredients,directions
Honey Apricot Pork Chops,"4  boneless pork chops,   Kosher salt and fresh cracked pepper to taste, 1 tablespoon olive oil, 2 tablespoons honey, 4  fresh apricots, pitted and cut into wedges, 3 cloves garlic, minced, or to taste, 1 teaspoon chopped fresh parsley","Pat the pork chops dry with paper towels, and sprinkle both sides with salt and black pepper. Heat olive oil in a skillet over medium-high heat, and brown the chops well on both sides, about 5 minutes per side.
Stir in honey, apricots, and garlic; cover, and simmer until the pork is tender, about 8 minutes. An instant-read thermometer, inserted into the center of a chop, should read at least 145 degrees F (63 degrees C). Sprinkle with parsley, and serve chops topped with the apricots and pan juices."
Apricot Cookies,"1 cup butter, 1 cup white sugar, 3 cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon salt, 1  egg, 1 teaspoon vanilla extract, 1 cup apricot preserves, �?cup confectioners' sugar for decoration","Preheat oven to 350 degrees F (175 degrees C).
Cream the butter and sugar in a medium size mixing bowl. Mix flour, baking powder, salt, egg and vanilla extract into the butter-sugar mixture. Cool dough in the refrigerator for 1 hour.
On a lightly floured surface roll dough out to 1/4 inch thick. Cut the dough into rounds with a round cookie cutter or glass. Using the tip of a teaspoon place a small drop of apricot preserves into the middle of the circle. Brush edges with water and fold the dough over so that the cookie is in the shape of a half moon; seal edges Arrange on ungreased cookie sheets.
Bake for 8 to 12 minutes, or until golden brown. Dust the cookies with powdered sugar while still hot."
Apricot Danish Coffee Cake,"1 (18.25 ounce) package white cake mix, 3  eggs, 1 ½ cups sour cream, 1 (15 ounce) can apricot halves, drained, 1 tablespoon butter, ½ cup slivered almonds, 1 (8 ounce) package cream cheese, 2 tablespoons milk, �?cup confectioners' sugar, 2 teaspoons water","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10x15 inch jellyroll pan. Set aside 1/2 cup of the dry cake mix.
In a medium bowl, mix together eggs and sour cream. Stir in the package of cake mix. Batter will be lumpy. Spread batter into the prepared pan. Using the back of a spoon, make 15 wells in the batter, 3 rows of 5. In another bowl, beat together the cream cheese and milk until fluffy. Place one tablespoon of the cream cheese mixture into each well. Place 1 apricot half, cut side up, onto each blob of cream cheese.
In a small bowl, combine the 1/2 cup of reserved cake mix with the butter. stir in the butter until the mixture is crumbly. Stir in the slivered almonds, and sprinkle the mixture evenly over the Danish.
Bake for 30 to 35 minutes in the preheated oven, or until a toothpick inserted into the cake comes out clean. To make the glaze, stir together the confectioners' sugar and water until smooth, adding another teaspoon of water if necessary. Drizzle over the Danish when cool."
Apricot Muffins,"1 cup chopped dried apricots, 1 cup boiling water, 2 cups all-purpose flour, ¾ cup white sugar, 1 teaspoon baking soda, ½ teaspoon salt, ¼ cup melted butter, ¼ cup vegetable oil, 1 cup buttermilk, 1  egg","Preheat the oven to 400 degrees F (200 degrees C). Grease a 12 cup muffin pan, or line with paper muffin cups. Place apricots into a small bowl, and pour the boiling water over them. Let stand for 5 minutes.
In a medium bowl stir together the flour, sugar, baking soda and salt. In a separate bowl, whisk together the melted butter, oil, buttermilk and egg. Pour the wet ingredients into the dry ingredients, and stir until just blended. It is okay for the batter to have some lumps. Drain water from apricots, and mix them into the batter. Spoon into the prepared muffin cups.
Bake for 15 minutes in the preheated oven, or until the top springs back when lightly pressed. Cool in the pan over a wire rack."
Apricot Pork Chops,"6  pork chops, 1 (1 ounce) package dry onion soup mix, 10 ounces Russian-style salad dressing, 1 cup apricot preserves","Preheat oven to 350 degrees F (175 degrees C).
Place the pork chops into a casserole dish. Mix onion soup mix, Russian dressing and apricot preserves together.
Pour mixture over chops and bake for 1 hour."
Apricot and Honey Ham Glaze,"½ cup apricot jam, 3 tablespoons honey, 1 tablespoon hot English mustard, 2 tablespoons orange marmalade","Stir together the apricot jam, honey, hot English mustard, and orange marmalade in a bowl until the mixture is well combined.









"
Apricot Brandy Pound Cake III,"3 cups sifted all-purpose flour, ¼ teaspoon baking soda, ½ teaspoon salt, 1 cup sour cream, ½ teaspoon rum flavored extract, 1 teaspoon orange extract, ¼ teaspoon almond extract, ½ teaspoon lemon extract, 1 teaspoon vanilla extract, ½ cup apricot brandy, 1 cup butter, 3 cups white sugar, 6  eggs","Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10 inch tube pan. Mix together the flour, baking soda and salt. Set aside.
Combine the sour cream, rum flavoring, orange extract, almond extract, lemon extract, vanilla extract and apricot brandy. Set aside. In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the eggs one at a time. Beat in the flour mixture alternately with the sour cream and flavorings mixture, stirring just until incorporated.
Pour batter into prepared pan. Bake in the preheated oven for 60 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool."
Moroccan Lamb Stew with Apricots,"2 pounds boneless leg of lamb, cut into 1-inch cubes, 2 teaspoons ground coriander, 1 teaspoon ground cumin, 1 teaspoon sweet paprika, ½ teaspoon cayenne pepper, ½ teaspoon ground cardamom, ½ teaspoon ground turmeric, 2 teaspoons kosher salt, 2 tablespoons olive oil, 2 cups finely chopped onion, 4 cloves garlic, minced, 1 tablespoon minced fresh ginger root, 2 (3 inch) cinnamon sticks, 2 cups low-sodium chicken stock, 1 cup dried apricots, halved, 2 (3 inch) orange peel strips, 1 tablespoon honey, ¼ cup chopped fresh cilantro, ¼ cup toasted pine nuts","Combine lamb, coriander, cumin, paprika, cayenne, cardamom, turmeric, and salt in a large bowl; toss together until lamb is evenly coated.
Heat oil in a large Dutch oven or tagine over medium heat. Add onions; cook, stirring occasionally until soft and translucent, about 5 minutes. Stir in garlic, ginger, and cinnamon; cook, stirring frequently, until fragrant, about 1 minute. Add seasoned lamb; cook, stirring frequently until light brown, being careful not to caramelize, about 2 minutes. Add chicken stock and bring to a gentle boil over medium heat. Reduce heat to low and simmer, covered, until the lamb is just tender, about 1 hour and 15 minutes.
Stir in apricots, orange peels, and honey; continue to simmer over low heat, uncovered, until the liquid has thickened slightly and lamb is fork-tender, about 30 minutes. Remove from the heat, discard cinnamon sticks and orange peels.
Divide evenly among 4 bowls. Garnish each bowl with a tablespoon each of cilantro and pine nuts."
Apricot Nectar Cake II,"1 (18.25 ounce) package yellow cake mix, 4  eggs, ¾ cup vegetable oil, ¾ cup apricot nectar, �?cup hot water, 2 cups confectioners' sugar, 6 tablespoons lemon juice, 1 (3 ounce) package lemon flavored Jell-O® mix","Preheat oven to 350 degrees F (175 degrees C). Grease one 10 inch tube or Bundt pan.
Mix the cake mix, eggs, vegetable oil, and apricot nectar together.
Dissolve the gelatin in the hot water and add to cake batter. Mix well and pour the batter into the prepared pan.
Bake at 350 degrees F (175 degrees C) for 45 to 60 minutes. Invert cake onto a plate and cool for several minutes. Pour glaze over cake while it is still warm.
To Make Glaze: Combine the confectioner's sugar and the lemon juice. Use immediately to pour over still warm cake."
Homemade Apricot Jam,"2 ½ pounds fresh apricots, pitted and finely chopped, �?cup lemon juice, 5 ¾ cups white sugar, ½ teaspoon butter, 1 (1.75 ounce) package powdered fruit pectin","Stir apricots, lemon juice, and sugar together in a large pot over medium heat; add butter to reduce foaming. Bring apricot mixture to a rolling boil, stirring constantly. Quickly stir in pectin; return to a full boil until pectin is dissolved, 1 minute. Remove from heat and skim off any foam with a metal spoon.
Sterilize jars and lids in boiling water for at least 5 minutes. Pack apricot jam into the hot, sterilized jars, filling the jars to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil, then carefully lower the jars into the pot using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars. Bring the water to a full boil, cover the pot, and process for 5 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, for at least 24 hours. Press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). It may take up to 2 weeks for jam to set. Store in a cool, dark area."
Apricot-Glazed Pork Ribs,"3 ½ pounds baby back pork ribs, 1 (16 ounce) jar apricot preserves, �?cup soy sauce, ¼ cup packed light brown sugar, 2 teaspoons garlic powder,   aluminum foil,   salt and ground black pepper to taste","Place ribs in a large roasting pan. Whisk together apricot preserves, soy sauce, brown sugar, and garlic powder until blended. Pour apricot marinade over ribs, cover, and place in the refrigerator, 8 hours to overnight.
Preheat the oven to 325 degrees F (165 degrees C). Line a baking pan with aluminum foil.
Remove ribs from the marinade and shake off excess. Place ribs in the prepared baking pan and season with salt and pepper. Pour marinade into a small saucepan and bring to a boil. Reduce heat and simmer marinade for 5 minutes; set aside.
Bake ribs in the preheated oven, basting frequently with the cooked marinade, until ribs are tender and meat pulls away easily from the bone, about 1 hour 30 minutes. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C)."
Energy Bars,"2  eggs, 1 large ripe banana, mashed, 1 cup quick-cooking rolled oats, ½ cup unsalted raw sunflower seeds, ½ teaspoon ground cinnamon, ½ cup nonfat dry milk powder, ½ cup chopped pitted dates, ½ cup raisins, ½ cup chopped walnuts, ½ cup chopped dried apricots, ½ cup toasted wheat germ, �?cup pure maple syrup, ¼ cup whole-wheat pastry flour","Preheat an oven to 350 degrees F (175 degrees C). Lightly oil a 9x13-inch baking dish.
Mix the eggs, banana, oats, sunflower seeds, cinnamon, milk powder, dates, raisins, walnuts, apricots, wheat germ, maple syrup, and whole-wheat pastry flour together in a large bowl until thoroughly combined; spread the mixture evenly into the prepared baking dish.
Bake in the preheated oven for 20 minutes; set aside to cool. Cut into 9 bars and wrap with plastic to store."
Apricot Chicken with Balsamic Vinegar,"2 tablespoons extra-virgin olive oil, 2 pounds chicken breast tenderloins, cut into bite-size pieces,   salt and pepper to taste, 1 large onion, chopped (Optional), ¼ cup balsamic vinegar, or to taste, 20  dried apricots, 1 cup chicken stock, 1 cup apricot preserves, 1 tablespoon chopped fresh thyme, 3 tablespoons chopped fresh flat-leaf parsley (Optional)","Heat the olive oil in a large skillet with a lid over medium-high heat. Season the chicken with salt and pepper, and cook in the hot oil until golden brown around the edges, but still pink in the center, about 5 minutes. Stir in the onion, and cook for about 3 minutes more. Pour in the balsamic vinegar, bring it to a simmer, and allow it to reduce for a few minutes.
Cut half of the apricots in half, leaving the others whole. Place the apricots into the skillet, and pour in the chicken stock. Bring to a simmer, then stir in the apricot preserves and thyme. Reduce the heat to medium-low, cover, and simmer until the apricots have softened, 10 to 15 minutes. Sprinkle with chopped parsley to serve."
Apricot Cheesecake,"1 �?cups almond flour, 3 tablespoons brown sugar, 2 tablespoons sliced almonds, chopped, 2 tablespoons butter, melted","Preheat oven to 350 degrees F (175 degrees C). Line a 9-inch springform pan with parchment paper.
Combine almond flour, brown sugar, and almonds in a bowl. Add melted butter; stir with a fork until the mixture resembles wet sand. Spread on the bottom of the parchment-lined pan.
Combine apricots and water in a saucepan; bring to a boil and simmer until very soft, about 10 minutes. Drain; mash apricots into a pulp. Add amaretto; mix well. Sweeten with 1 teaspoon white sugar.
Beat cream cheese, 3/4 cup white sugar, 1/2 cup sour cream, cornstarch, and 1 1/2 teaspoons vanilla extract in a bowl using an electric mixer on low speed. Add eggs one at a time; mix well. Fold in 2 tablespoons of apricot pulp; reserve remainder for topping. Pour cheesecake batter into the pan, covering the crust.
Bake in the preheated oven until edges are puffed and surface of cheesecake is firm except for a small spot in the center that will jiggle when the pan is gently shaken, about 45 minutes.
Beat 1 1/2 cups sour cream, 3 tablespoons white sugar, and 1 teaspoon vanilla extract together until combined. Remove cheesecake from the hot oven; spoon topping over the surface and return cake to the oven for 8 minutes more.
Cool to room temperature, about 1 hour. Refrigerate for 6 to 8 hours. Top with remaining apricot pulp."
